36,2,Sep 2 2017,12:00 PM,Sat,Central Florida,61,,Florida International,17,,
37,2,Sep 2 2017,12:00 PM,Sat,(5) Clemson,56,,Kent State,3,,
38,2,Sep 2 2017,7:00 PM,Sat,Coastal Carolina,38,,Massachusetts,28,,
39,2,Sep 2 2017,6:00 PM,Sat,Duke,60,,North Carolina Central,7,,
40,2,Sep 2 2017,10:00 PM,Sat,Fresno State,66,,Incarnate Word,0,,
41,2,Sep 2 2017,6:15 PM,Sat,(15) Georgia,31,,Appalachian State,10,,
42,2,Sep 2 2017,11:59 PM,Sat,Hawaii,41,,Western Carolina,18,,
43,2,Sep 2 2017,9:00 PM,Sat,Howard,43,@,Nevada-Las Vegas,40,,
44,2,Sep 2 2017,12:00 PM,Sat,Illinois,24,,Ball State,21,,
45,2,Sep 2 2017,12:00 PM,Sat,Iowa,24,,Wyoming,3,,
46,2,Sep 2 2017,8:00 PM,Sat,Iowa State,42,,Northern Iowa,24,,
47,2,Sep 2 2017,6:00 PM,Sat,James Madison,34,@,East Carolina,14,,
48,2,Sep 2 2017,7:00 PM,Sat,Kansas,38,,Southeast Missouri State,16,,
49,2,Sep 2 2017,7:10 PM,Sat,(20) Kansas State,55,,Central Arkansas,19,,
50,2,Sep 2 2017,4:00 PM,Sat,Kentucky,24,@,Southern Mississippi,17,,
51,2,Sep 2 2017,7:00 PM,Sat,Liberty,48,@,Baylor,45,,
52,2,Sep 2 2017,7:00 PM,Sat,Louisiana,51,,Southeastern Louisiana,48,,
53,2,Sep 2 2017,9:30 PM,Sat,(13) Louisiana State,27,,Brigham Young,0,,Mercedes-Benz Superdome - New Orleans Louisiana
54,2,Sep 2 2017,7:00 PM,Sat,Louisiana Tech,52,,Northwestern State,24,,
55,2,Sep 2 2017,7:30 PM,Sat,(16) Louisville,35,,Purdue,28,,Lucas Oil Stadium - Indianapolis Indiana
56,2,Sep 2 2017,6:30 PM,Sat,Marshall,31,,Miami (OH),26,,
57,2,Sep 2 2017,12:00 PM,Sat,Maryland,51,@,(23) Texas,41,,
58,2,Sep 2 2017,12:30 PM,Sat,(18) Miami (FL),41,,Bethune-Cookman,13,,
59,2,Sep 2 2017,3:30 PM,Sat,(11) Michigan,33,,(17) Florida,17,,AT&T Stadium - Arlington Texas
60,2,Sep 2 2017,12:00 PM,Sat,Michigan State,35,,Bowling Green State,10,,
61,2,Sep 2 2017,7:30 PM,Sat,Mississippi,47,,South Alabama,27,,
62,2,Sep 2 2017,4:00 PM,Sat,Mississippi State,49,,Charleston Southern,0,,
63,2,Sep 2 2017,12:00 PM,Sat,Missouri,72,,Missouri State,43,,
64,2,Sep 2 2017,8:00 PM,Sat,Nebraska,43,,Arkansas State,36,,
65,2,Sep 2 2017,8:00 PM,Sat,New Mexico,38,,Abilene Christian,14,,
66,2,Sep 2 2017,7:00 PM,Sat,North Texas,59,,Lamar,14,,
67,2,Sep 2 2017,3:30 PM,Sat,Northwestern,31,,Nevada,20,,
68,2,Sep 2 2017,3:30 PM,Sat,Notre Dame,49,,Temple,16,,
69,2,Sep 2 2017,7:00 PM,Sat,Ohio,59,,Hampton,0,,
70,2,Sep 2 2017,3:30 PM,Sat,(7) Oklahoma,56,,Texas-El Paso,7,,
71,2,Sep 2 2017,6:00 PM,Sat,Old Dominion,31,,Albany,17,,
72,2,Sep 2 2017,8:15 PM,Sat,Oregon,77,,Southern Utah,21,,
73,2,Sep 2 2017,2:00 PM,Sat,Oregon State,35,,Portland State,32,,
74,2,Sep 2 2017,12:00 PM,Sat,(6) Penn State,52,,Akron,0,,
75,2,Sep 2 2017,1:00 PM,Sat,Pittsburgh,28,,Youngstown State,21,,
76,2,Sep 2 2017,8:30 PM,Sat,San Diego State,38,,California-Davis,17,,
77,2,Sep 2 2017,7:30 PM,Sat,San Jose State,34,,Cal Poly,13,,
78,2,Sep 2 2017,3:00 PM,Sat,South Carolina,35,,North Carolina State,28,,Bank of America Stadium - Charlotte North Carolina
79,2,Sep 2 2017,4:00 PM,Sat,(19) South Florida,31,,Stony Brook,17,,
80,2,Sep 2 2017,5:15 PM,Sat,(4) Southern California,49,,Western Michigan,31,,
81,2,Sep 2 2017,7:00 PM,Sat,Southern Methodist,58,,Stephen F. Austin,14,,
82,2,Sep 2 2017,8:00 PM,Sat,Texas Christian,63,,Jackson State,0,,
83,2,Sep 2 2017,7:00 PM,Sat,Texas State,20,,Houston Baptist,11,,
84,2,Sep 2 2017,4:00 PM,Sat,Texas Tech,56,,Eastern Washington,10,,
85,2,Sep 2 2017,8:00 PM,Sat,Tulane,43,,Grambling State,14,,
86,2,Sep 2 2017,8:00 PM,Sat,Vanderbilt,28,@,Middle Tennessee State,6,,
87,2,Sep 2 2017,3:30 PM,Sat,Virginia,28,,William & Mary,10,,
88,2,Sep 2 2017,10:30 PM,Sat,(24) Washington State,31,,Montana State,0,,
89,2,Sep 2 2017,7:00 PM,Sat,Western Kentucky,31,,Eastern Kentucky,17,,
90,2,Sep 3 2017,7:30 PM,Sun,UCLA,45,,Texas A&M,44,,
91,2,Sep 3 2017,7:30 PM,Sun,(21) Virginia Tech,31,,(22) West Virginia,24,,FedEx Field - Landover Maryland
92,2,Sep 4 2017,8:00 PM,Mon,(25) Tennessee,42,,Georgia Tech,41,,Mercedes-Benz Stadium - Atlanta Georgia
93,3,Sep 7 2017,8:00 PM,Thu,Utah State,51,,Idaho State,13,,
94,3,Sep 8 2017,7:00 PM,Fri,Florida International,17,,Alcorn State,10,,
95,3,Sep 8 2017,8:00 PM,Fri,(11) Oklahoma State,44,@,South Alabama,7,,
96,3,Sep 8 2017,8:00 PM,Fri,Purdue,44,,Ohio,21,,
97,3,Sep 9 2017,6:30 PM,Sat,Akron,52,,Arkansas-Pine Bluff,3,,
98,3,Sep 9 2017,3:30 PM,Sat,(1) Alabama,41,,Fresno State,10,,
99,3,Sep 9 2017,3:30 PM,Sat,Appalachian State,54,,Savannah State,7,,
100,3,Sep 9 2017,12:00 PM,Sat,Army,21,,Buffalo,17,,
101,3,Sep 9 2017,3:00 PM,Sat,Ball State,51,,Alabama-Birmingham,31,,
102,3,Sep 9 2017,5:00 PM,Sat,California,33,,Weber State,20,,
103,3,Sep 9 2017,4:00 PM,Sat,Central Michigan,45,@,Kansas,27,,
104,3,Sep 9 2017,7:00 PM,Sat,(3) Clemson,14,,(13) Auburn,6,,
105,3,Sep 9 2017,2:00 PM,Sat,Colorado,37,,Texas State,3,,
106,3,Sep 9 2017,3:30 PM,Sat,Colorado State,38,,Abilene Christian,10,,
107,3,Sep 9 2017,12:00 PM,Sat,Duke,41,,Northwestern,17,,
108,3,Sep 9 2017,3:30 PM,Sat,Eastern Michigan,16,@,Rutgers,13,,
109,3,Sep 9 2017,7:30 PM,Sat,(15) Georgia,20,@,(24) Notre Dame,19,,
110,3,Sep 9 2017,12:30 PM,Sat,Georgia Tech,37,,Jacksonville State,10,,
111,3,Sep 9 2017,10:30 PM,Sat,Houston,19,@,Arizona,16,,
112,3,Sep 9 2017,8:00 PM,Sat,Illinois,20,,Western Kentucky,7,,
113,3,Sep 9 2017,3:30 PM,Sat,Indiana,34,@,Virginia,17,,
114,3,Sep 9 2017,12:00 PM,Sat,Iowa,44,@,Iowa State,41,,
115,3,Sep 9 2017,12:00 PM,Sat,(19) Kansas State,55,,Charlotte,7,,
116,3,Sep 9 2017,3:30 PM,Sat,Kent State,38,,Howard,31,,
117,3,Sep 9 2017,12:00 PM,Sat,Kentucky,27,,Eastern Kentucky,16,,
118,3,Sep 9 2017,7:30 PM,Sat,(12) Louisiana State,45,,Chattanooga,10,,
119,3,Sep 9 2017,12:00 PM,Sat,(17) Louisville,47,@,North Carolina,35,,
120,3,Sep 9 2017,12:00 PM,Sat,Maryland,63,,Towson,17,,
121,3,Sep 9 2017,3:30 PM,Sat,Miami (OH),31,,Austin Peay,10,,
122,3,Sep 9 2017,12:00 PM,Sat,(8) Michigan,36,,Cincinnati,14,,
123,3,Sep 9 2017,3:30 PM,Sat,Michigan State,28,,Western Michigan,14,,
124,3,Sep 9 2017,3:30 PM,Sat,Middle Tennessee State,30,@,Syracuse,23,,
125,3,Sep 9 2017,10:00 PM,Sat,Minnesota,48,@,Oregon State,14,,
126,3,Sep 9 2017,12:00 PM,Sat,Mississippi,45,,Tennessee-Martin,23,,
127,3,Sep 9 2017,7:30 PM,Sat,Mississippi State,57,@,Louisiana Tech,21,,
128,3,Sep 9 2017,3:30 PM,Sat,Navy,23,,Tulane,21,,
129,3,Sep 9 2017,7:00 PM,Sat,Nevada-Las Vegas,44,@,Idaho,16,,
130,3,Sep 9 2017,4:00 PM,Sat,New Hampshire,22,,Georgia Southern,12,,
131,3,Sep 9 2017,8:00 PM,Sat,New Mexico State,30,@,New Mexico,28,,
132,3,Sep 9 2017,6:00 PM,Sat,North Carolina State,37,,Marshall,20,,
133,3,Sep 9 2017,3:30 PM,Sat,Northern Illinois,38,,Eastern Illinois,10,,
134,3,Sep 9 2017,7:30 PM,Sat,(5) Oklahoma,31,@,(2) Ohio State,16,,
135,3,Sep 9 2017,3:30 PM,Sat,Old Dominion,17,@,Massachusetts,7,,
136,3,Sep 9 2017,4:30 PM,Sat,Oregon,42,,Nebraska,35,,
137,3,Sep 9 2017,3:30 PM,Sat,(4) Penn State,33,,Pittsburgh,14,,
138,3,Sep 9 2017,8:00 PM,Sat,Rice,31,@,Texas-El Paso,14,,
139,3,Sep 9 2017,11:00 PM,Sat,San Diego State,30,@,Arizona State,20,,
140,3,Sep 9 2017,7:00 PM,Sat,South Carolina,31,@,Missouri,13,,
141,3,Sep 9 2017,6:00 PM,Sat,South Dakota,35,@,Bowling Green State,27,,
142,3,Sep 9 2017,8:30 PM,Sat,(6) Southern California,42,,(14) Stanford,24,,
143,3,Sep 9 2017,7:00 PM,Sat,Southern Methodist,54,,North Texas,32,,
144,3,Sep 9 2017,7:00 PM,Sat,Southern Mississippi,45,,Southern,0,,
145,3,Sep 9 2017,3:30 PM,Sat,Temple,16,,Villanova,13,,
146,3,Sep 9 2017,4:00 PM,Sat,(25) Tennessee,42,,Indiana State,7,,
147,3,Sep 9 2017,3:30 PM,Sat,Texas,56,,San Jose State,0,,
148,3,Sep 9 2017,7:00 PM,Sat,Texas A&M,24,,Nicholls State,14,,
149,3,Sep 9 2017,3:30 PM,Sat,(23) Texas Christian,28,@,Arkansas,7,,
150,3,Sep 9 2017,8:00 PM,Sat,Texas-San Antonio,17,@,Baylor,10,,
151,3,Sep 9 2017,7:00 PM,Sat,Toledo,37,@,Nevada,24,,
152,3,Sep 9 2017,6:00 PM,Sat,Troy,34,,Alabama State,7,,
153,3,Sep 9 2017,4:00 PM,Sat,Tulsa,66,,Louisiana,42,,
154,3,Sep 9 2017,5:00 PM,Sat,UCLA,56,,Hawaii,23,,
155,3,Sep 9 2017,10:15 PM,Sat,Utah,19,@,Brigham Young,13,,
156,3,Sep 9 2017,4:00 PM,Sat,Vanderbilt,42,,Alabama A&M,0,,
157,3,Sep 9 2017,3:30 PM,Sat,(18) Virginia Tech,27,,Delaware,0,,
158,3,Sep 9 2017,1:00 PM,Sat,Wake Forest,34,@,Boston College,10,,
159,3,Sep 9 2017,8:00 PM,Sat,(7) Washington,63,,Montana,7,,
160,3,Sep 9 2017,10:30 PM,Sat,(20) Washington State,47,,Boise State,44,,
161,3,Sep 9 2017,12:00 PM,Sat,West Virginia,56,,East Carolina,20,,
162,3,Sep 9 2017,12:00 PM,Sat,(9) Wisconsin,31,,Florida Atlantic,14,,
163,3,Sep 9 2017,4:00 PM,Sat,Wyoming,27,,Gardner-Webb,0,,
164,4,Sep 14 2017,8:00 PM,Thu,Boise State,28,,New Mexico,14,,
165,4,Sep 15 2017,10:15 PM,Fri,Arizona,63,@,Texas-El Paso,16,,
166,4,Sep 15 2017,7:00 PM,Fri,(22) South Florida,47,,Illinois,23,,
167,4,Sep 15 2017,7:00 PM,Fri,Temple,29,,Massachusetts,21,,
168,4,Sep 16 2017,7:00 PM,Sat,(1) Alabama,41,,Colorado State,23,,
169,4,Sep 16 2017,1:00 PM,Sat,Alabama-Birmingham,30,,Coastal Carolina,23,,
170,4,Sep 16 2017,7:00 PM,Sat,Appalachian State,20,@,Texas State,13,,
171,4,Sep 16 2017,7:00 PM,Sat,Arkansas State,48,,Arkansas-Pine Bluff,3,,
172,4,Sep 16 2017,4:00 PM,Sat,(15) Auburn,24,,Mercer,10,,
173,4,Sep 16 2017,3:00 PM,Sat,Ball State,28,,Tennessee Tech,13,,
174,4,Sep 16 2017,6:00 PM,Sat,Buffalo,33,,Colgate,10,,
175,4,Sep 16 2017,10:30 PM,Sat,California,27,,Mississippi,16,,
176,4,Sep 16 2017,8:00 PM,Sat,Cincinnati,21,@,Miami (OH),17,,
177,4,Sep 16 2017,8:00 PM,Sat,(3) Clemson,47,@,(14) Louisville,21,,
178,4,Sep 16 2017,2:00 PM,Sat,Colorado,41,,Northern Colorado,21,,
179,4,Sep 16 2017,12:30 PM,Sat,Duke,34,,Baylor,20,,
180,4,Sep 16 2017,3:30 PM,Sat,(24) Florida,26,,(23) Tennessee,20,,
181,4,Sep 16 2017,6:30 PM,Sat,Florida Atlantic,45,,Bethune-Cookman,0,,
182,4,Sep 16 2017,7:30 PM,Sat,(13) Georgia,42,,Samford,14,,
183,4,Sep 16 2017,8:00 PM,Sat,Houston,38,,Rice,3,,
184,4,Sep 16 2017,7:00 PM,Sat,Idaho State,30,@,Nevada,28,,
185,4,Sep 16 2017,3:30 PM,Sat,Iowa,31,,North Texas,14,,
186,4,Sep 16 2017,12:00 PM,Sat,Iowa State,41,@,Akron,14,,
187,4,Sep 16 2017,7:30 PM,Sat,Kentucky,23,@,South Carolina,13,,
188,4,Sep 16 2017,7:00 PM,Sat,Louisiana Tech,23,@,Western Kentucky,22,,
189,4,Sep 16 2017,6:30 PM,Sat,Marshall,21,,Kent State,0,,
190,4,Sep 16 2017,12:00 PM,Sat,Memphis,48,,(25) UCLA,45,,
191,4,Sep 16 2017,12:00 PM,Sat,(7) Michigan,29,,Air Force,13,,
192,4,Sep 16 2017,3:30 PM,Sat,Minnesota,34,,Middle Tennessee State,3,,
193,4,Sep 16 2017,7:00 PM,Sat,Mississippi State,37,,(12) Louisiana State,7,,
194,4,Sep 16 2017,3:30 PM,Sat,North Carolina,53,@,Old Dominion,23,,
195,4,Sep 16 2017,6:00 PM,Sat,North Carolina A&T,35,@,Charlotte,31,,
196,4,Sep 16 2017,12:20 PM,Sat,North Carolina State,49,,Furman,16,,
197,4,Sep 16 2017,12:00 PM,Sat,Northern Illinois,21,@,Nebraska,17,,
198,4,Sep 16 2017,7:30 PM,Sat,Northwestern,49,,Bowling Green State,7,,
199,4,Sep 16 2017,3:30 PM,Sat,Notre Dame,49,@,Boston College,20,,
200,4,Sep 16 2017,12:00 PM,Sat,Ohio,42,,Kansas,30,,
201,4,Sep 16 2017,4:30 PM,Sat,(8) Ohio State,38,,Army,7,,
202,4,Sep 16 2017,6:00 PM,Sat,(2) Oklahoma,56,,Tulane,14,,
203,4,Sep 16 2017,12:00 PM,Sat,(9) Oklahoma State,59,@,Pittsburgh,21,,
204,4,Sep 16 2017,7:00 PM,Sat,Oregon,49,@,Wyoming,13,,
205,4,Sep 16 2017,7:30 PM,Sat,(5) Penn State,56,,Georgia State,0,,
206,4,Sep 16 2017,4:00 PM,Sat,Purdue,35,@,Missouri,3,,
207,4,Sep 16 2017,3:30 PM,Sat,Rutgers,65,,Morgan State,0,,
208,4,Sep 16 2017,10:30 PM,Sat,San Diego State,20,,(19) Stanford,17,,
209,4,Sep 16 2017,7:00 PM,Sat,South Alabama,45,,Alabama A&M,0,,
210,4,Sep 16 2017,8:30 PM,Sat,(4) Southern California,27,,Texas,24,,
211,4,Sep 16 2017,7:00 PM,Sat,Southern Mississippi,28,@,Louisiana-Monroe,17,,
212,4,Sep 16 2017,3:30 PM,Sat,Syracuse,41,,Central Michigan,17,,
213,4,Sep 16 2017,12:00 PM,Sat,Texas A&M,45,,Louisiana,21,,
214,4,Sep 16 2017,3:30 PM,Sat,(20) Texas Christian,56,,Southern Methodist,36,,
215,4,Sep 16 2017,8:00 PM,Sat,Texas Tech,52,,Arizona State,45,,
216,4,Sep 16 2017,7:00 PM,Sat,Texas-San Antonio,51,,Southern,17,,
217,4,Sep 16 2017,7:00 PM,Sat,Toledo,54,,Tulsa,51,,
218,4,Sep 16 2017,8:00 PM,Sat,Troy,27,@,New Mexico State,24,,
219,4,Sep 16 2017,10:00 PM,Sat,Utah,54,,San Jose State,16,,
220,4,Sep 16 2017,7:30 PM,Sat,Vanderbilt,14,,(18) Kansas State,7,,
221,4,Sep 16 2017,12:00 PM,Sat,Virginia,38,,Connecticut,18,,
222,4,Sep 16 2017,3:30 PM,Sat,(16) Virginia Tech,64,@,East Carolina,17,,
223,4,Sep 16 2017,3:00 PM,Sat,Wake Forest,46,,Utah State,10,,
224,4,Sep 16 2017,9:30 PM,Sat,(6) Washington,48,,Fresno State,16,,
225,4,Sep 16 2017,5:30 PM,Sat,(21) Washington State,52,,Oregon State,23,,
226,4,Sep 16 2017,12:00 PM,Sat,West Virginia,59,,Delaware State,16,,
227,4,Sep 16 2017,7:00 PM,Sat,Western Michigan,37,,Idaho,28,,
228,4,Sep 16 2017,3:30 PM,Sat,(10) Wisconsin,40,@,Brigham Young,6,,
229,5,Sep 21 2017,7:30 PM,Thu,(21) South Florida,43,,Temple,7,,
230,5,Sep 22 2017,10:30 PM,Fri,(23) Utah,30,@,Arizona,24,,
231,5,Sep 22 2017,8:00 PM,Fri,Virginia,42,@,Boise State,23,,
232,5,Sep 23 2017,3:30 PM,Sat,(1) Alabama,59,@,Vanderbilt,0,,
233,5,Sep 23 2017,10:00 PM,Sat,Arizona State,37,,(24) Oregon,35,,
234,5,Sep 23 2017,7:30 PM,Sat,(15) Auburn,51,@,Missouri,14,,
235,5,Sep 23 2017,7:00 PM,Sat,Buffalo,34,,Florida Atlantic,31,,
236,5,Sep 23 2017,3:00 PM,Sat,Central Florida,38,@,Maryland,10,,
237,5,Sep 23 2017,3:30 PM,Sat,(2) Clemson,34,,Boston College,7,,
238,5,Sep 23 2017,3:30 PM,Sat,Duke,27,@,North Carolina,17,,
239,5,Sep 23 2017,7:30 PM,Sat,(20) Florida,28,@,Kentucky,27,,
240,5,Sep 23 2017,7:30 PM,Sat,Florida International,13,@,Rice,7,,
241,5,Sep 23 2017,7:00 PM,Sat,(11) Georgia,31,,(17) Mississippi State,3,,
242,5,Sep 23 2017,6:00 PM,Sat,Georgia State,28,@,Charlotte,0,,
243,5,Sep 23 2017,12:20 PM,Sat,Georgia Tech,35,,Pittsburgh,17,,
244,5,Sep 23 2017,2:00 PM,Sat,Idaho,29,@,South Alabama,23,,
245,5,Sep 23 2017,3:30 PM,Sat,Indiana,52,,Georgia Southern,17,,
246,5,Sep 23 2017,7:00 PM,Sat,(25) Louisiana State,35,,Syracuse,26,,
247,5,Sep 23 2017,5:00 PM,Sat,Louisiana-Monroe,56,@,Louisiana,50,,
248,5,Sep 23 2017,12:00 PM,Sat,(19) Louisville,42,,Kent State,3,,
249,5,Sep 23 2017,8:00 PM,Sat,Memphis,44,,Southern Illinois,31,,
250,5,Sep 23 2017,3:30 PM,Sat,(14) Miami (FL),52,,Toledo,30,,
251,5,Sep 23 2017,3:30 PM,Sat,Miami (OH),31,@,Central Michigan,14,,
252,5,Sep 23 2017,4:00 PM,Sat,(8) Michigan,28,@,Purdue,10,,
253,5,Sep 23 2017,7:00 PM,Sat,Middle Tennessee State,24,,Bowling Green State,13,,
254,5,Sep 23 2017,3:30 PM,Sat,Navy,42,,Cincinnati,32,,
255,5,Sep 23 2017,3:30 PM,Sat,Nebraska,27,,Rutgers,17,,
256,5,Sep 23 2017,1:30 PM,Sat,New Mexico,16,@,Tulsa,13,,
257,5,Sep 23 2017,8:00 PM,Sat,New Mexico State,41,,Texas-El Paso,14,,
258,5,Sep 23 2017,12:00 PM,Sat,North Carolina State,27,@,(12) Florida State,21,,
259,5,Sep 23 2017,6:30 PM,Sat,North Texas,46,,Alabama-Birmingham,43,,
260,5,Sep 23 2017,8:00 PM,Sat,Notre Dame,38,@,Michigan State,18,,
261,5,Sep 23 2017,2:00 PM,Sat,Ohio,27,@,Eastern Michigan,20,,
262,5,Sep 23 2017,12:00 PM,Sat,(10) Ohio State,54,,Nevada-Las Vegas,21,,
263,5,Sep 23 2017,6:30 PM,Sat,(3) Oklahoma,49,@,Baylor,41,,
264,5,Sep 23 2017,7:30 PM,Sat,(4) Penn State,21,@,Iowa,19,,
265,5,Sep 23 2017,7:00 PM,Sat,(22) San Diego State,28,@,Air Force,24,,
266,5,Sep 23 2017,3:30 PM,Sat,South Carolina,17,,Louisiana Tech,16,,
267,5,Sep 23 2017,3:30 PM,Sat,(5) Southern California,30,@,California,20,,
268,5,Sep 23 2017,7:00 PM,Sat,Southern Methodist,44,,Arkansas State,21,,
269,5,Sep 23 2017,10:30 PM,Sat,Stanford,58,,UCLA,34,,
270,5,Sep 23 2017,12:00 PM,Sat,Tennessee,17,,Massachusetts,13,,
271,5,Sep 23 2017,12:00 PM,Sat,Texas A&M,50,,Arkansas,43,,AT&T Stadium - Arlington Texas
272,5,Sep 23 2017,3:30 PM,Sat,(16) Texas Christian,44,@,(6) Oklahoma State,31,,
273,5,Sep 23 2017,12:00 PM,Sat,Texas Tech,27,@,Houston,24,,
274,5,Sep 23 2017,7:30 PM,Sat,Texas-San Antonio,44,@,Texas State,14,,
275,5,Sep 23 2017,6:00 PM,Sat,Troy,22,,Akron,17,,
276,5,Sep 23 2017,12:00 PM,Sat,Tulane,21,,Army,17,,
277,5,Sep 23 2017,7:30 PM,Sat,Utah State,61,@,San Jose State,10,,
278,5,Sep 23 2017,2:00 PM,Sat,(13) Virginia Tech,38,,Old Dominion,0,,
279,5,Sep 23 2017,3:30 PM,Sat,Wake Forest,20,@,Appalachian State,19,,
280,5,Sep 23 2017,10:00 PM,Sat,(7) Washington,37,@,Colorado,10,,
281,5,Sep 23 2017,6:00 PM,Sat,(18) Washington State,45,,Nevada,7,,
282,5,Sep 23 2017,12:00 PM,Sat,West Virginia,56,@,Kansas,34,,
283,5,Sep 23 2017,6:30 PM,Sat,Western Illinois,52,@,Coastal Carolina,10,,
284,5,Sep 23 2017,7:00 PM,Sat,Western Kentucky,33,,Ball State,21,,
285,5,Sep 23 2017,7:00 PM,Sat,Western Michigan,49,,Wagner,14,,
286,5,Sep 23 2017,10:15 PM,Sat,Wyoming,28,,Hawaii,21,,
287,5,Sep 24 2017,12:02 PM,Sun,East Carolina,41,@,Connecticut,38,,
288,6,Sep 28 2017,8:00 PM,Thu,Texas,17,@,Iowa State,7,,
289,6,Sep 29 2017,7:00 PM,Fri,(14) Miami (FL),31,@,Duke,6,,
290,6,Sep 29 2017,8:00 PM,Fri,Nebraska,28,@,Illinois,6,,
291,6,Sep 29 2017,8:00 PM,Fri,Utah State,40,,Brigham Young,24,,
292,6,Sep 29 2017,10:30 PM,Fri,(16) Washington State,30,,(5) Southern California,27,,
293,6,Sep 30 2017,6:00 PM,Sat,Akron,34,@,Bowling Green State,23,,
294,6,Sep 30 2017,9:00 PM,Sat,(1) Alabama,66,,Mississippi,3,,
295,6,Sep 30 2017,12:00 PM,Sat,Arkansas,42,,New Mexico State,24,,
296,6,Sep 30 2017,3:30 PM,Sat,Army,35,,Texas-El Paso,21,,
297,6,Sep 30 2017,6:00 PM,Sat,(13) Auburn,49,,(24) Mississippi State,10,,
298,6,Sep 30 2017,1:00 PM,Sat,Boston College,28,,Central Michigan,8,,
299,6,Sep 30 2017,3:30 PM,Sat,Buffalo,27,@,Kent State,13,,
300,6,Sep 30 2017,7:00 PM,Sat,Central Florida,40,,Memphis,13,,
301,6,Sep 30 2017,8:00 PM,Sat,(2) Clemson,31,@,(12) Virginia Tech,17,,
302,6,Sep 30 2017,11:59 PM,Sat,Colorado State,51,@,Hawaii,21,,
303,6,Sep 30 2017,12:00 PM,Sat,(21) Florida,38,,Vanderbilt,24,,
304,6,Sep 30 2017,7:00 PM,Sat,Florida Atlantic,38,,Middle Tennessee State,20,,
305,6,Sep 30 2017,7:00 PM,Sat,Florida International,30,,Charlotte,29,,
306,6,Sep 30 2017,3:30 PM,Sat,Florida State,26,@,Wake Forest,19,,
307,6,Sep 30 2017,10:00 PM,Sat,Fresno State,41,,Nevada,21,,
308,6,Sep 30 2017,3:30 PM,Sat,(7) Georgia,41,@,Tennessee,0,,
